0.16;4.34;6.82
-0.27;5.25;10.01
1.20;3.06;11.45
0.58;3.10;7.39
0.61;3.67;11.38
0.52;2.60;9.57
0.27;3.14;8.31
1.10;4.28;12.19
-0.32;2.20;8.09
-0.47;3.01;7.85
0.34;4.49;10.12
0.92;3.65;5.91
0.18;4.16;7.08
0.02;5.43;9.42
0.55;3.40;8.26
-0.79;4.41;10.23
0.37;3.55;11.32
0.62;3.77;10.22
-0.11;4.87;8.55
-0.53;3.36;11.44
-0.09;3.32;6.93
-0.77;4.81;10.15
-0.46;3.28;6.69
-0.89;4.22;7.57
0.00;4.26;9.61
-0.15;3.86;5.41
0.11;3.96;8.56
1.61;4.45;7.73
1.05;3.53;8.64
-0.80;3.25;6.09
-1.32;2.93;12.27
-0.62;3.06;8.82
-0.56;4.86;5.90
1.96;4.32;12.86
0.35;2.61;9.39
0.09;4.94;7.13
-2.05;3.06;12.67
0.37;2.66;7.83
0.86;4.21;10.44
-1.26;3.13;8.87
